id_local,uf,municipio
1,AC,ACRELÂNDIA
2,AC,ASSIS BRASIL
3,AC,BRASILÉIA
4,AC,BUJARI
5,AC,CAPIXABA
6,AC,CRUZEIRO DO SUL
7,AC,EPITACIOLÂNDIA
8,AC,FEIJÓ
9,AC,JORDÃO
10,AC,MANOEL URBANO
11,AC,MARECHAL THAUMATURGO
12,AC,MÂNCIO LIMA
13,AC,PLÁCIDO DE CASTRO
14,AC,PORTO ACRE
15,AC,PORTO WALTER
16,AC,RIO BRANCO
17,AC,RODRIGUES ALVES
18,AC,SENA MADUREIRA
19,AC,SENADOR GUIOMARD
20,AC,TARAUACÁ
21,AC,XAPURI
22,AL,ANADIA
23,AL,ARAPIRACA
24,AL,ATALAIA
25,AL,BARRA DE SANTO ANTÔNIO
26,AL,BARRA DE SÃO MIGUEL
27,AL,BATALHA
28,AL,BELO MONTE
29,AL,BOCA DA MATA
30,AL,CACIMBINHAS
31,AL,CAJUEIRO
32,AL,CAMPO ALEGRE
33,AL,CAMPO GRANDE
34,AL,CANAPI
35,AL,CAPELA
36,AL,CHÃ PRETA
37,AL,COITÉ DO NÓIA
38,AL,COLÔNIA LEOPOLDINA
39,AL,CORURIPE
40,AL,CRAÍBAS
41,AL,DELMIRO GOUVEIA
42,AL,DOIS RIACHOS
43,AL,ESTRELA DE ALAGOAS
44,AL,FEIRA GRANDE
45,AL,FLEXEIRAS
46,AL,GIRAU DO PONCIANO
47,AL,IBATEGUARA
48,AL,IGACI
49,AL,IGREJA NOVA
50,AL,INHAPI
51,AL,JACARÉ DOS HOMENS
52,AL,JEQUIÁ DA PRAIA
53,AL,JOAQUIM GOMES
54,AL,JUNQUEIRO
55,AL,LAGOA DA CANOA
56,AL,LIMOEIRO DE ANADIA
57,AL,MACEIÓ
58,AL,MAJOR ISIDORO
59,AL,MARAGOGI
60,AL,MARAVILHA
61,AL,MARECHAL DEODORO
62,AL,MARIBONDO
63,AL,MATA GRANDE
64,AL,MATRIZ DE CAMARAGIBE
65,AL,MESSIAS
66,AL,MINADOR DO NEGRÃO
67,AL,MURICI
68,AL,NOVO LINO
69,AL,OLHO D´ÁGUA DAS FLORES
70,AL,OLIVENÇA
71,AL,OURO BRANCO
72,AL,PALMEIRA DOS ÍNDIOS
73,AL,PARIPUEIRA
74,AL,PASSO DE CAMARAGIBE
75,AL,PENEDO
76,AL,PIAÇABUÇU
77,AL,PILAR
78,AL,PIRANHAS
79,AL,PORTO CALVO
80,AL,PORTO REAL DO COLÉGIO
81,AL,POÇO DAS TRINCHEIRAS
82,AL,PÃO DE AÇÚCAR
83,AL,QUEBRANGULO
84,AL,RIO LARGO
85,AL,SANTA LUZIA DO NORTE
86,AL,SANTANA DO IPANEMA
87,AL,SANTANA DO MUNDAÚ
88,AL,SATUBA
89,AL,SENADOR RUI PALMEIRA
90,AL,SÃO JOSÉ DA LAJE
91,AL,SÃO JOSÉ DA TAPERA
92,AL,SÃO LUÍS DO QUITUNDE
93,AL,SÃO MIGUEL DOS CAMPOS
94,AL,SÃO MIGUEL DOS MILAGRES
95,AL,SÃO SEBASTIÃO
96,AL,TAQUARANA
97,AL,TEOTÔNIO VILELA
98,AL,TRAIPU
99,AL,UNIÃO DOS PALMARES
100,AL,VIÇOSA
101,AL,ÁGUA BRANCA
102,AM,ALVARÃES
103,AM,AMATURÁ
104,AM,ANAMÃ
105,AM,ANORI
106,AM,APUÍ
107,AM,ATALAIA DO NORTE
108,AM,AUTAZES
109,AM,BARCELOS
110,AM,BARREIRINHA
111,AM,BENJAMIN CONSTANT
112,AM,BERURI
113,AM,BOA VISTA DO RAMOS
114,AM,BOCA DO ACRE
115,AM,BORBA
116,AM,CAAPIRANGA
117,AM,CANUTAMA
118,AM,CARAUARI
119,AM,CAREIRO
120,AM,CAREIRO DA VÁRZEA
121,AM,COARI
122,AM,CODAJÁS
123,AM,EIRUNEPÉ
124,AM,ENVIRA
125,AM,FONTE BOA
126,AM,GUAJARÁ
127,AM,HUMAITÁ
128,AM,IPIXUNA
129,AM,IRANDUBA
130,AM,ITACOATIARA
131,AM,ITAMARATI
132,AM,ITAPIRANGA
133,AM,JAPURÁ
134,AM,JURUÁ
135,AM,JUTAÍ
136,AM,LÁBREA
137,AM,MANACAPURU
138,AM,MANAQUIRI
139,AM,MANAUS
140,AM,MANICORÉ
141,AM,MARAÃ
142,AM,MAUÉS
143,AM,NHAMUNDÁ
144,AM,NOVA OLINDA DO NORTE
145,AM,NOVO AIRÃO
146,AM,NOVO ARIPUANÃ
147,AM,PARINTINS
148,AM,PAUINI
149,AM,PRESIDENTE FIGUEIREDO
150,AM,RIO PRETO DA EVA
151,AM,SANTA ISABEL DO RIO NEGRO
152,AM,SANTO ANTÔNIO DO IÇÁ
153,AM,SILVES
154,AM,SÃO GABRIEL DA CACHOEIRA
155,AM,SÃO PAULO DE OLIVENÇA
156,AM,SÃO SEBASTIÃO DO UATUMÃ
157,AM,TABATINGA
158,AM,TAPAUÁ
159,AM,TEFÉ
160,AM,TONANTINS
161,AM,UARINI
162,AM,URUCARÁ
163,AM,URUCURITUBA
164,AP,AMAPÁ
165,AP,CALÇOENE
166,AP,CUTIAS
167,AP,FERREIRA GOMES
168,AP,ITAUBAL
169,AP,LARANJAL DO JARI
170,AP,MACAPÁ
171,AP,MAZAGÃO
172,AP,OIAPOQUE
173,AP,PEDRA BRANCA DO AMAPARI
174,AP,PORTO GRANDE
175,AP,PRACUÚBA
176,AP,SANTANA
177,AP,SERRA DO NAVIO
178,AP,TARTARUGALZINHO
179,AP,VITÓRIA DO JARI
180,BA,ABARÉ
181,BA,ABAÍRA
182,BA,ACAJUTIBA
183,BA,ADUSTINA
184,BA,AIQUARA
185,BA,ALAGOINHAS
186,BA,ALCOBAÇA
187,BA,ALMADINA
188,BA,AMARGOSA
189,BA,AMÉLIA RODRIGUES
190,BA,AMÉRICA DOURADA
191,BA,ANAGÉ
192,BA,ANDARAÍ
193,BA,ANGICAL
194,BA,ANTAS
195,BA,ANTÔNIO CARDOSO
196,BA,ANTÔNIO GONÇALVES
197,BA,APORÁ
198,BA,APUAREMA
199,BA,ARACATU
200,BA,ARACI
201,BA,ARATUÍPE
202,BA,AURELINO LEAL
203,BA,BAIXA GRANDE
204,BA,BANZAÊ
205,BA,BARRA
206,BA,BARRA DA ESTIVA
207,BA,BARRA DO CHOÇA
208,BA,BARRA DO MENDES
209,BA,BARRA DO ROCHA
210,BA,BARREIRAS
211,BA,BARRO ALTO
212,BA,BARRO PRETO
213,BA,BARROCAS
214,BA,BELMONTE
215,BA,BELO CAMPO
216,BA,BIRITINGA
217,BA,BOA NOVA
218,BA,BOA VISTA DO TUPIM
219,BA,BOM JESUS DA LAPA
220,BA,BOM JESUS DA SERRA
221,BA,BONINAL
222,BA,BONITO
223,BA,BOQUIRA
224,BA,BOTUPORÃ
225,BA,BREJOLÂNDIA
226,BA,BREJÕES
227,BA,BROTAS DE MACAÚBAS
228,BA,BRUMADO
229,BA,BUERAREMA
230,BA,BURITIRAMA
231,BA,CAATIBA
232,BA,CABACEIRAS DO PARAGUAÇU
233,BA,CACHOEIRA
234,BA,CACULÉ
235,BA,CAETANOS
236,BA,CAETITÉ
237,BA,CAFARNAUM
238,BA,CAIRU
239,BA,CALDEIRÃO GRANDE
240,BA,CAMACAN
241,BA,CAMAMU
242,BA,CAMAÇARI
243,BA,CAMPO ALEGRE DE LOURDES
244,BA,CAMPO FORMOSO
245,BA,CANARANA
246,BA,CANAVIEIRAS
247,BA,CANDEIAS
248,BA,CANDIBA
249,BA,CANSANÇÃO
250,BA,CANUDOS
251,BA,CAPELA DO ALTO ALEGRE
252,BA,CAPIM GROSSO
253,BA,CARAVELAS
254,BA,CARAÍBAS
255,BA,CARINHANHA
256,BA,CASA NOVA
257,BA,CASTRO ALVES
258,BA,CATU
259,BA,CAÉM
260,BA,CENTRAL
261,BA,CHORROCHÓ
262,BA,CIPÓ
263,BA,COARACI
264,BA,COCOS
265,BA,CONCEIÇÃO DA FEIRA
266,BA,CONCEIÇÃO DO ALMEIDA
267,BA,CONCEIÇÃO DO COITÉ
268,BA,CONCEIÇÃO DO JACUÍPE
269,BA,CONDE
270,BA,CONDEÚBA
271,BA,CORAÇÃO DE MARIA
272,BA,CORDEIROS
273,BA,CORIBE
274,BA,CORONEL JOÃO SÁ
275,BA,CORRENTINA
276,BA,COTEGIPE
277,BA,CRISTÓPOLIS
278,BA,CRISÓPOLIS
279,BA,CRUZ DAS ALMAS
280,BA,CURAÇÁ
281,BA,CÂNDIDO SALES
282,BA,CÍCERO DANTAS
283,BA,DIAS D´ÁVILA
284,BA,DOM BASÍLIO
285,BA,DÁRIO MEIRA
286,BA,ELÍSIO MEDRADO
287,BA,ENCRUZILHADA
288,BA,ENTRE RIOS
289,BA,ESPLANADA
290,BA,EUCLIDES DA CUNHA
291,BA,EUNÁPOLIS
292,BA,FEIRA DE SANTANA
293,BA,FILADÉLFIA
294,BA,FLORESTA AZUL
295,BA,FORMOSA DO RIO PRETO
296,BA,FÁTIMA
297,BA,GANDU
298,BA,GENTIO DO OURO
299,BA,GLÓRIA
300,BA,GONGOGI
301,BA,GOVERNADOR MANGABEIRA
302,BA,GUAJERU
303,BA,GUANAMBI
304,BA,GUARATINGA
305,BA,HELIÓPOLIS
306,BA,IAÇU
307,BA,IBIASSUCÊ
308,BA,IBICARAÍ
309,BA,IBICOARA
310,BA,IBICUÍ
311,BA,IBIPITANGA
312,BA,IBIQUERA
313,BA,IBIRAPITANGA
314,BA,IBIRATAIA
315,BA,IBITIARA
316,BA,IBITITÁ
317,BA,IBOTIRAMA
318,BA,ICHU
319,BA,IGAPORÃ
320,BA,IGRAPIÚNA
321,BA,IGUAÍ
322,BA,ILHÉUS
323,BA,INHAMBUPE
324,BA,IPECAETÁ
325,BA,IPIAÚ
326,BA,IPIRÁ
327,BA,IPUPIARA
328,BA,IRAMAIA
329,BA,IRAQUARA
330,BA,IRARÁ
331,BA,IRECÊ
332,BA,ITABELA
333,BA,ITABERABA
334,BA,ITABUNA
335,BA,ITACARÉ
336,BA,ITAETÉ
337,BA,ITAGI
338,BA,ITAGIBÁ
339,BA,ITAGUAÇU DA BAHIA
340,BA,ITAJU DO COLÔNIA
341,BA,ITAJUÍPE
342,BA,ITAMARAJU
343,BA,ITAMARI
344,BA,ITAMBÉ
345,BA,ITANHÉM
346,BA,ITAPARICA
347,BA,ITAPETINGA
348,BA,ITAPICURU
349,BA,ITAPÉ
350,BA,ITAQUARA
351,BA,ITARANTIM
352,BA,ITATIM
353,BA,ITIRUÇU
354,BA,ITIÚBA
355,BA,ITORORÓ
356,BA,ITUAÇU
357,BA,ITUBERÁ
358,BA,IUIÚ
359,BA,JACARACI
360,BA,JACOBINA
361,BA,JAGUAQUARA
362,BA,JAGUARARI
363,BA,JANDAÍRA
364,BA,JEQUIÉ
365,BA,JEREMOABO
366,BA,JITAÚNA
367,BA,JOÃO DOURADO
368,BA,JUAZEIRO
369,BA,JUCURUÇU
370,BA,JUSSARA
371,BA,JUSSARI
372,BA,JUSSIAPE
373,BA,LAGOA REAL
374,BA,LAJE
375,BA,LAJEDINHO
376,BA,LAJEDO DO TABOCAL
377,BA,LAPÃO
378,BA,LAURO DE FREITAS
379,BA,LENÇÓIS
380,BA,LICÍNIO DE ALMEIDA
381,BA,LIVRAMENTO DE NOSSA SENHORA
382,BA,LUÍS EDUARDO MAGALHÃES
383,BA,MACAJUBA
384,BA,MACARANI
385,BA,MACAÚBAS
386,BA,MACURURÉ
387,BA,MADRE DE DEUS
388,BA,MAIQUINIQUE
389,BA,MAIRI
390,BA,MALHADA
391,BA,MALHADA DE PEDRAS
392,BA,MANOEL VITORINO
393,BA,MANSIDÃO
394,BA,MARACÁS
395,BA,MARAGOGIPE
396,BA,MARAÚ
397,BA,MARCIONÍLIO SOUZA
398,BA,MASCOTE
399,BA,MATA DE SÃO JOÃO
400,BA,MATINA
401,BA,MEDEIROS NETO
402,BA,MIGUEL CALMON
403,BA,MILAGRES
404,BA,MIRANGABA
405,BA,MIRANTE
406,BA,MONTE SANTO
407,BA,MORPARÁ
408,BA,MORRO DO CHAPÉU
409,BA,MORTUGABA
410,BA,MUCUGÊ
411,BA,MUCURI
412,BA,MULUNGU DO MORRO
413,BA,MUNDO NOVO
414,BA,MUNIZ FERREIRA
415,BA,MUQUÉM DE SÃO FRANCISCO
416,BA,MURITIBA
417,BA,MUTUÍPE
418,BA,NAZARÉ
419,BA,NILO PEÇANHA
420,BA,NORDESTINA
421,BA,NOVA CANAÃ
422,BA,NOVA FÁTIMA
423,BA,NOVA ITARANA
424,BA,NOVA REDENÇÃO
425,BA,NOVA SOURE
426,BA,NOVA VIÇOSA
427,BA,NOVO HORIZONTE
428,BA,OLINDINA
429,BA,OLIVEIRA DOS BREJINHOS
430,BA,OUROLÂNDIA
431,BA,PALMAS DE MONTE ALTO
432,BA,PALMEIRAS
433,BA,PARAMIRIM
434,BA,PARATINGA
435,BA,PARIPIRANGA
436,BA,PAU BRASIL
437,BA,PAULO AFONSO
438,BA,PEDRO ALEXANDRE
439,BA,PIATÃ
440,BA,PILÃO ARCADO
441,BA,PINDAÍ
442,BA,PINDOBAÇU
443,BA,PINTADAS
444,BA,PIRAÍ DO NORTE
445,BA,PIRITIBA
446,BA,PLANALTINO
447,BA,PLANALTO
448,BA,POJUCA
449,BA,PONTO NOVO
450,BA,PORTO SEGURO
451,BA,POTIRAGUÁ
452,BA,POÇÕES
453,BA,PRADO
454,BA,PRESIDENTE DUTRA
455,BA,PRESIDENTE JÂNIO QUADROS
456,BA,PRESIDENTE TANCREDO NEVES
457,BA,QUEIMADAS
458,BA,QUIJINGUE
459,BA,QUIXABEIRA
460,BA,RAFAEL JAMBEIRO
461,BA,REMANSO
462,BA,RETIROLÂNDIA
463,BA,RIACHO DE SANTANA
464,BA,RIACHÃO DAS NEVES
465,BA,RIACHÃO DO JACUÍPE
466,BA,RIBEIRA DO AMPARO
467,BA,RIBEIRA DO POMBAL
468,BA,RIBEIRÃO DO LARGO
469,BA,RIO DE CONTAS
470,BA,RIO DO ANTÔNIO
471,BA,RIO DO PIRES
472,BA,RIO REAL
473,BA,RODELAS
474,BA,RUY BARBOSA
475,BA,SALINAS DA MARGARIDA
476,BA,SALVADOR
477,BA,SANTA BRÍGIDA
478,BA,SANTA BÁRBARA
479,BA,SANTA CRUZ CABRÁLIA
480,BA,SANTA CRUZ DA VITÓRIA
481,BA,SANTA INÊS
482,BA,SANTA LUZIA
483,BA,SANTA MARIA DA VITÓRIA
484,BA,SANTA RITA DE CÁSSIA
485,BA,SANTA TERESINHA
486,BA,SANTALUZ
487,BA,SANTANA
488,BA,SANTO AMARO
489,BA,SANTO ANTÔNIO DE JESUS
490,BA,SANTO ESTÊVÃO
491,BA,SAPEAÇU
492,BA,SAUBARA
493,BA,SAÚDE
494,BA,SEABRA
495,BA,SEBASTIÃO LARANJEIRAS
496,BA,SENHOR DO BONFIM
497,BA,SENTO SÉ
498,BA,SERRA DO RAMALHO
499,BA,SERRA DOURADA
500,BA,SERRA PRETA
501,BA,SERRINHA
502,BA,SERROLÂNDIA
503,BA,SIMÕES FILHO
504,BA,SOBRADINHO
505,BA,SOUTO SOARES
506,BA,SÁTIRO DIAS
507,BA,SÃO DESIDÉRIO
508,BA,SÃO FELIPE
509,BA,SÃO FRANCISCO DO CONDE
510,BA,SÃO FÉLIX
511,BA,SÃO FÉLIX DO CORIBE
512,BA,SÃO GABRIEL
513,BA,SÃO GONÇALO DOS CAMPOS
514,BA,SÃO MIGUEL DAS MATAS
515,BA,SÃO SEBASTIÃO DO PASSÉ
516,BA,SÍTIO DO MATO
517,BA,SÍTIO DO QUINTO
518,BA,TABOCAS DO BREJO VELHO
519,BA,TANHAÇU
520,BA,TANQUE NOVO
521,BA,TANQUINHO
522,BA,TAPEROÁ
523,BA,TAPIRAMUTÁ
524,BA,TEIXEIRA DE FREITAS
525,BA,TEODORO SAMPAIO
526,BA,TEOFILÂNDIA
527,BA,TEOLÂNDIA
528,BA,TERRA NOVA
529,BA,TUCANO
530,BA,UAUÁ
531,BA,UBAITABA
532,BA,UBATÃ
533,BA,UBAÍRA
534,BA,UIBAÍ
535,BA,UMBURANAS
536,BA,UNA
537,BA,URANDI
538,BA,URUÇUCA
539,BA,UTINGA
540,BA,VALENTE
541,BA,VALENÇA
542,BA,VERA CRUZ
543,BA,VITÓRIA DA CONQUISTA
544,BA,VÁRZEA DA ROÇA
545,BA,VÁRZEA DO POÇO
546,BA,VÁRZEA NOVA
547,BA,WAGNER
548,BA,WANDERLEY
549,BA,WENCESLAU GUIMARÃES
550,BA,XIQUE-XIQUE
551,BA,ÉRICO CARDOSO
552,CE,ACARAPE
553,CE,ACARAÚ
554,CE,ACOPIARA
555,CE,AIUABA
556,CE,ALCÂNTARAS
557,CE,ALTANEIRA
558,CE,ALTO SANTO
559,CE,AMONTADA
560,CE,ANTONINA DO NORTE
561,CE,APUIARÉS
562,CE,AQUIRAZ
563,CE,ARACATI
564,CE,ARACOIABA
565,CE,ARARENDÁ
566,CE,ARARIPE
567,CE,ARATUBA
568,CE,ARNEIROZ
569,CE,ASSARÉ
570,CE,AURORA
571,CE,BAIXIO
572,CE,BANABUIÚ
573,CE,BARBALHA
574,CE,BARREIRA
575,CE,BARRO
576,CE,BARROQUINHA
577,CE,BATURITÉ
578,CE,BEBERIBE
579,CE,BELA CRUZ
580,CE,BOA VIAGEM
581,CE,BREJO SANTO
582,CE,CAMOCIM
583,CE,CAMPOS SALES
584,CE,CANINDÉ
585,CE,CAPISTRANO
586,CE,CARIDADE
587,CE,CARIRIAÇU
588,CE,CARIRÉ
589,CE,CARIÚS
590,CE,CARNAUBAL
591,CE,CASCAVEL
592,CE,CATARINA
593,CE,CAUCAIA
594,CE,CEDRO
595,CE,CHAVAL
596,CE,CHOROZINHO
597,CE,CHORÓ
598,CE,COREAÚ
599,CE,CRATEÚS
600,CE,CRATO
601,CE,CROATÁ
602,CE,CRUZ
603,CE,EUSÉBIO
604,CE,FARIAS BRITO
605,CE,FORQUILHA
606,CE,FORTALEZA
607,CE,FORTIM
608,CE,FRECHEIRINHA
609,CE,GRANJA
610,CE,GROAÍRAS
611,CE,GUAIÚBA
612,CE,GUARACIABA DO NORTE
613,CE,HIDROLÂNDIA
614,CE,HORIZONTE
615,CE,IBARETAMA
616,CE,IBIAPINA
617,CE,IBICUITINGA
618,CE,ICAPUÍ
619,CE,ICÓ
620,CE,IGUATU
621,CE,INDEPENDÊNCIA
622,CE,IPAPORANGA
623,CE,IPAUMIRIM
624,CE,IPU
625,CE,IPUEIRAS
626,CE,IRACEMA
627,CE,IRAUÇUBA
628,CE,ITAITINGA
629,CE,ITAPAGÉ
630,CE,ITAPIPOCA
631,CE,ITAREMA
632,CE,ITATIRA
633,CE,JAGUARETAMA
634,CE,JAGUARIBARA
635,CE,JAGUARIBE
636,CE,JAGUARUANA
637,CE,JARDIM
638,CE,JATI
639,CE,JIJOCA DE JERICOACOARA
640,CE,JUAZEIRO DO NORTE
641,CE,JUCÁS
642,CE,LAVRAS DA MANGABEIRA
643,CE,LIMOEIRO DO NORTE
644,CE,MADALENA
645,CE,MARACANAÚ
646,CE,MARANGUAPE
647,CE,MARCO
648,CE,MARTINÓPOLE
649,CE,MASSAPÊ
650,CE,MAURITI
651,CE,MERUOCA
652,CE,MILAGRES
653,CE,MILHÃ
654,CE,MIRAÍMA
655,CE,MISSÃO VELHA
656,CE,MOMBAÇA
657,CE,MONSENHOR TABOSA
658,CE,MORADA NOVA
659,CE,MORAÚJO
660,CE,MORRINHOS
661,CE,MUCAMBO
662,CE,MULUNGU
663,CE,NOVA OLINDA
664,CE,NOVA RUSSAS
665,CE,NOVO ORIENTE
666,CE,OCARA
667,CE,ORÓS
668,CE,PACAJUS
669,CE,PACATUBA
670,CE,PACOTI
671,CE,PACUJÁ
672,CE,PALHANO
673,CE,PALMÁCIA
674,CE,PARACURU
675,CE,PARAIPABA
676,CE,PARAMBU
677,CE,PARAMOTI
678,CE,PEDRA BRANCA
679,CE,PENTECOSTE
680,CE,PEREIRO
681,CE,PINDORETAMA
682,CE,PIQUET CARNEIRO
683,CE,PORANGA
684,CE,PORTEIRAS
685,CE,POTENGI
686,CE,QUITERIANÓPOLIS
687,CE,QUIXADÁ
688,CE,QUIXELÔ
689,CE,QUIXERAMOBIM
690,CE,QUIXERÉ
691,CE,REDENÇÃO
692,CE,RERIUTABA
693,CE,RUSSAS
694,CE,SABOEIRO
695,CE,SALITRE
696,CE,SANTA QUITÉRIA
697,CE,SANTANA DO ACARAÚ
698,CE,SANTANA DO CARIRI
699,CE,SENADOR POMPEU
700,CE,SOBRAL
701,CE,SOLONÓPOLE
702,CE,SÃO BENEDITO
703,CE,SÃO GONÇALO DO AMARANTE
704,CE,SÃO LUÍS DO CURU
705,CE,TABULEIRO DO NORTE
706,CE,TAMBORIL
707,CE,TAUÁ
708,CE,TEJUÇUOCA
709,CE,TIANGUÁ
710,CE,TRAIRI
711,CE,TURURU
712,CE,UBAJARA
713,CE,UMARI
714,CE,UMIRIM
715,CE,URUBURETAMA
716,CE,VARJOTA
717,CE,VIÇOSA DO CEARÁ
718,CE,VÁRZEA ALEGRE
719,DF,BRASÍLIA
720,ES,AFONSO CLÁUDIO
721,ES,ALEGRE
722,ES,ALFREDO CHAVES
723,ES,ANCHIETA
724,ES,APIACÁ
725,ES,ARACRUZ
726,ES,ATILIO VIVACQUA
727,ES,BAIXO GUANDU
728,ES,BARRA DE SÃO FRANCISCO
729,ES,BOA ESPERANÇA
730,ES,BOM JESUS DO NORTE
731,ES,BREJETUBA
732,ES,CACHOEIRO DE ITAPEMIRIM
733,ES,CARIACICA
734,ES,CASTELO
735,ES,COLATINA
736,ES,CONCEIÇÃO DA BARRA
737,ES,CONCEIÇÃO DO CASTELO
738,ES,DIVINO DE SÃO LOURENÇO
739,ES,DOMINGOS MARTINS
740,ES,DORES DO RIO PRETO
741,ES,ECOPORANGA
742,ES,FUNDÃO
743,ES,GOVERNADOR LINDENBERG
744,ES,GUARAPARI
745,ES,GUAÇUÍ
746,ES,IBATIBA
747,ES,IBIRAÇU
748,ES,IBITIRAMA
749,ES,ICONHA
750,ES,IRUPI
751,ES,ITAGUAÇU
752,ES,ITAPEMIRIM
753,ES,ITARANA
754,ES,IÚNA
755,ES,JAGUARÉ
756,ES,JERÔNIMO MONTEIRO
757,ES,JOÃO NEIVA
758,ES,LARANJA DA TERRA
759,ES,LINHARES
760,ES,MANTENÓPOLIS
761,ES,MARATAÍZES
762,ES,MARECHAL FLORIANO
763,ES,MARILÂNDIA
764,ES,MIMOSO DO SUL
765,ES,MONTANHA
766,ES,MUCURICI
767,ES,MUNIZ FREIRE
768,ES,MUQUI
769,ES,NOVA VENÉCIA
770,ES,PANCAS
771,ES,PEDRO CANÁRIO
772,ES,PINHEIROS
773,ES,PIÚMA
774,ES,PONTO BELO
775,ES,PRESIDENTE KENNEDY
776,ES,RIO BANANAL
777,ES,RIO NOVO DO SUL
778,ES,SANTA LEOPOLDINA
779,ES,SANTA MARIA DE JETIBÁ
780,ES,SANTA TERESA
781,ES,SERRA
782,ES,SOORETAMA
783,ES,SÃO DOMINGOS DO NORTE
